"year","rank","male","female"
1992,41,"Tolga","Eda"
1992,42,"Okan","Sevda"
1992,43,"Orhan","Şeyma"
1992,44,"Enes","Neslihan"
1992,45,"Barış","Sultan"
1992,46,"Semih","Ezgi"
1992,47,"Serhat","Esma"
1992,48,"Harun","Canan"
1992,49,"Erkan","Meltem"
1992,50,"Aykut","Sümeyye"
1992,51,"Sercan","Ceylan"
1992,52,"Volkan","Melike"
1992,53,"Metin","Gözde"
1992,54,"Salih","Sevgi"
1992,55,"Mert","Sinem"
1992,56,"Furkan","Serap"
1992,57,"Bayram","Yeşim"
1992,58,"Bilal","Arzu"
1992,59,"Yunus Emre","Aslı"
1992,60,"Ercan","Aysel"
1992,61,"Serdar","İlknur"
1992,62,"Fırat","Hacer"
1992,63,"Sezer","Rukiye"
1992,64,"Yakup","Dilan"
1992,65,"Erhan","Sema"
1992,66,"Cihan","Havva"
1992,67,"Mehmet Ali","Damla"
1992,68,"Özgür","Demet"
1992,69,"Vedat","Filiz"
1992,70,"Engin","Seher"
1992,71,"Sedat","Gülsüm"
1992,72,"Ozan","Yağmur"
1992,73,"Faruk","Nurcan"
1992,74,"Umut","Aysun"
1992,75,"Anıl","Zeliha"
1992,76,"Oğuz","Halime"
1992,77,"Musa","Nazlı"
1992,78,"Kemal","Şerife"
1992,79,"Soner","Fadime"
1992,80,"Ömer Faruk","Aynur"
1992,81,"Şahin","Gülşah"
1992,82,"Sefa","Selma"
1992,83,"Halil İbrahim","Deniz"
1992,84,"Eren","Selin"
1992,85,"İsa","Berivan"
1992,86,"Caner","Gülcan"
1992,87,"Özkan","Kader"
1992,88,"Ersin","Nuray"
1992,89,"Tayfun","Emel"
1992,90,"Ufuk","Öznur"
1992,91,"Abdulkadir","Şükran"
1992,92,"Doğan","Aslıhan"
1992,93,"Erdem","Serpil"
1992,94,"Burhan","İpek"
1992,95,"Cem","Pelin"
1992,96,"Hamza","Aylin"
1992,97,"Tugay","Mehtap"
1992,98,"Bekir","Funda"
1992,99,"Veysel","Kadriye"
1992,100,"Deniz","Ayşenur"
1993,1,"Mehmet","Merve"
1993,2,"Mustafa","Fatma"
1993,3,"Ahmet","Elif"
1993,4,"Emre","Ayşe"
1993,5,"Murat","Büşra"
1993,6,"Ali","Kübra"
1993,7,"İbrahim","Esra"
1993,8,"Ömer","Emine"
1993,9,"Hüseyin","Zeynep"
1993,10,"Hasan","Hatice"
1993,11,"Fatih","Tuğba"
1993,12,"Ramazan","Ebru"
1993,13,"Burak","Özlem"
1993,14,"Hakan","Gamze"
1993,15,"İsmail","Gizem"
1993,16,"Yusuf","Yasemin"
1993,17,"Uğur","Özge"
1993,18,"Emrah","Seda"
1993,19,"Gökhan","Sibel"
1993,20,"Okan","Leyla"
1993,21,"Onur","Burcu"
1993,22,"Abdullah","Dilek"
1993,23,"Yunus","Bahar"
1993,24,"Yasin","Derya"
1993,25,"Osman","Betül"
1993,26,"Sinan","Ayşegül"
1993,27,"Muhammet","Meryem"
1993,28,"Muhammed","Pınar"
1993,29,"Oğuzhan","Hülya"
1993,30,"Kadir","Songül"
1993,31,"Adem","Cansu"
1993,32,"Ferhat","Tuğçe"
1993,33,"Serkan","Rabia"
1993,34,"Mesut","Hilal"
1993,35,"Recep","Duygu"
1993,36,"Samet","Tuba"
1993,37,"Mert","Zehra"
1993,38,"Halil","Melek"
1993,39,"Furkan","Eda"
1993,40,"Enes","Sümeyye"
1993,41,"Mahmut","Şeyma"
1993,42,"Barış","Neslihan"
1993,43,"Ümit","Çiğdem"
1993,44,"Orhan","Semra"
1993,45,"Süleyman","Melike"
1993,46,"Serhat","Ceylan"
1993,47,"Harun","Sultan"
1993,48,"Yunus Emre","Esma"
1993,49,"Aykut","Sevda"
1993,50,"Tolga","Sinem"
1993,51,"Rıdvan","Gözde"
1993,52,"Vedat","Ezgi"
1993,53,"Ozan","Dilan"
1993,54,"Bilal","Sevgi"
1993,55,"Salih","Canan"
1993,56,"Erkan","Meltem"
1993,57,"Tayfun","Arzu"
1993,58,"Volkan","İlknur"
1993,59,"Bayram","Seher"
1993,60,"Mehmet Ali","Aslı"
1993,61,"Metin","Hacer"
1993,62,"Semih","Sema"
1993,63,"Özgür","Serap"
1993,64,"Yakup","Rukiye"
1993,65,"Fırat","Havva"
1993,66,"Ercan","Damla"
1993,67,"Cihan","Filiz"
1993,68,"Serdar","Aysel"
1993,69,"Sercan","Zeliha"
1993,70,"Sedat","Yeşim"
1993,71,"Umut","Halime"
1993,72,"Sefa","Gülsüm"
1993,73,"Sezer","Fadime"
1993,74,"Erhan","Nazlı"
1993,75,"Faruk","Yağmur"
1993,76,"Ömer Faruk","Nurcan"
1993,77,"Musa","Aslıhan"
1993,78,"Halil İbrahim","Deniz"
1993,79,"Kemal","Aysun"
1993,80,"İsa","Şerife"
1993,81,"Soner","Gülşah"
1993,82,"Anıl","Kader"
1993,83,"Ferdi","Ayşenur"
1993,84,"Oğuz","Aynur"
1993,85,"Eren","Demet"
1993,86,"Ufuk","Gülcan"
1993,87,"Engin","Selma"
1993,88,"Abdulkadir","Berivan"
1993,89,"Caner","İpek"
1993,90,"Doğan","Öznur"
1993,91,"Şahin","Aylin"
1993,92,"Kaan","Selin"
1993,93,"Hamza","Tansu"
1993,94,"Tugay","Şükran"
1993,95,"Abdurrahman","Emel"
1993,96,"Özkan","Funda"
1993,97,"Burhan","Nuray"
1993,98,"Deniz","Şeyda"
1993,99,"Bekir","Hanife"
1993,100,"Arif","Mehtap"
1994,1,"Mehmet","Merve"
1994,2,"Mustafa","Büşra"
1994,3,"Emre","Fatma"
1994,4,"Ahmet","Kübra"
1994,5,"Burak","Elif"
1994,6,"Murat","Ayşe"
1994,7,"Ali","Esra"
1994,8,"Ömer","Zeynep"
1994,9,"İbrahim","Emine"
1994,10,"Hüseyin","Hatice"
1994,11,"Hasan","Ebru"
1994,12,"Fatih","Tuğba"
1994,13,"Ramazan","Gamze"
1994,14,"Yusuf","Özlem"
1994,15,"İsmail","Gizem"
1994,16,"Hakan","Seda"
1994,17,"Gökhan","Yasemin"
1994,18,"Emrah","Sibel"
1994,19,"Uğur","Betül"
1994,20,"Onur","Özge"
1994,21,"Yasin","Leyla"
1994,22,"Yunus","Tuğçe"
1994,23,"Abdullah","Ayşegül"
1994,24,"Mert","Rabia"
1994,25,"Muhammet","Dilek"
1994,26,"Furkan","Şeyma"
1994,27,"Osman","Cansu"
1994,28,"Muhammed","Derya"
1994,29,"Oğuzhan","Meryem"
1994,30,"Ferhat","Bahar"
1994,31,"Sinan","Burcu"
1994,32,"Enes","Sümeyye"
1994,33,"Kadir","Songül"
1994,34,"Okan","Hilal"
1994,35,"Serkan","Pınar"
1994,36,"Barış","Eda"
1994,37,"Adem","Duygu"
1994,38,"Recep","Melike"
1994,39,"Yunus Emre","Melek"
1994,40,"Halil","Ceylan"
1994,41,"Samet","Hülya"
1994,42,"Serhat","Zehra"
1994,43,"Mahmut","Tuba"
1994,44,"Süleyman","Sevgi"
1994,45,"Orhan","Dilan"
1994,46,"Mesut","Neslihan"
1994,47,"Ümit","Esma"
1994,48,"Harun","Sinem"
1994,49,"Salih","Sevda"
1994,50,"Yakup","Sultan"
1994,51,"Bilal","Çiğdem"
1994,52,"Mehmet Ali","Ezgi"
1994,53,"Ömer Faruk","Ayşenur"
1994,54,"Fırat","Seher"
1994,55,"Bayram","Gözde"
1994,56,"Umut","Semra"
1994,57,"Tolga","İlknur"
1994,58,"Sefa","Canan"
1994,59,"Özgür","Meltem"
1994,60,"Vedat","Aslı"
1994,61,"Sedat","Deniz"
1994,62,"Rıdvan","Arzu"
1994,63,"Volkan","Sema"
1994,64,"Ozan","Gülşah"
1994,65,"Erkan","Yağmur"
1994,66,"Metin","Hacer"
1994,67,"Halil İbrahim","Kader"
1994,68,"Cihan","Rukiye"
1994,69,"Abdulkadir","Damla"
1994,70,"Aykut","Havva"
1994,71,"Ercan","Nazlı"
1994,72,"Serdar","Selin"
1994,73,"Ferdi","Buse"
1994,74,"Sezer","Zeliha"
1994,75,"Anıl","Şerife"
1994,76,"Musa","Gülcan"
1994,77,"Kemal","Yeşim"
1994,78,"Faruk","Serap"
1994,79,"Semih","Gülsüm"
1994,80,"Tugay","Halime"
1994,81,"Hamza","Aysel"
1994,82,"Sercan","İpek"
1994,83,"Eren","Fadime"
1994,84,"Soner","Öznur"
1994,85,"Erhan","Filiz"
1994,86,"İsa","Aynur"
1994,87,"Oğuz","Nurcan"
1994,88,"Doğan","Aslıhan"
1994,89,"Şahin","Şeyda"
1994,90,"Caner","İrem"
1994,91,"Burhan","Demet"
1994,92,"Ufuk","Aylin"
1994,93,"Engin","Dilara"
1994,94,"Tayfun","Aysun"
1994,95,"Bekir","Selma"
1994,96,"Batuhan","Çağla"
1994,97,"İbrahim Halil","Şükran"
1994,98,"Veysel","Tansu"
1994,99,"Özkan","Medine"
1994,100,"Abdurrahman","Mihriban"
1995,1,"Mehmet","Merve"
1995,2,"Mustafa","Büşra"
1995,3,"Emre","Fatma"
1995,4,"Ahmet","Kübra"
1995,5,"Burak","Elif"
1995,6,"Ali","Ayşe"
1995,7,"Murat","Esra"
1995,8,"Ömer","Zeynep"
1995,9,"İbrahim","Emine"
1995,10,"Hüseyin","Hatice"
1995,11,"Hasan","Ebru"
1995,12,"Ramazan","Gamze"
1995,13,"Yusuf","Tuğba"
1995,14,"Fatih","Rabia"
1995,15,"Furkan","Tuğçe"
1995,16,"İsmail","Özlem"
1995,17,"Hakan","Gizem"
1995,18,"Mert","Seda"
1995,19,"Oğuzhan","Betül"
1995,20,"Muhammed","Yasemin"
1995,21,"Abdullah","Şeyma"
1995,22,"Yasin","Hilal"
1995,23,"Onur","Sibel"
1995,24,"Gökhan","Sümeyye"
1995,25,"Enes","Cansu"
1995,26,"Osman","Melike"
1995,27,"Muhammet","Meryem"
1995,28,"Yunus","Ayşegül"
1995,29,"Emrah","Bahar"
1995,30,"Uğur","Derya"
1995,31,"Kadir","Özge"
1995,32,"Ferhat","Pınar"
1995,33,"Serkan","Leyla"
1995,34,"Sinan","Songül"
1995,35,"Yunus Emre","Eda"
1995,36,"Recep","Dilek"
1995,37,"Samet","Burcu"
1995,38,"Barış","Melek"
1995,39,"Adem","Ceylan"
1995,40,"Halil","Kader"
1995,41,"Serhat","Zehra"
1995,42,"Mahmut","Duygu"
1995,43,"Okan","İrem"
1995,44,"Süleyman","Tuba"
1995,45,"Orhan","Ayşenur"
1995,46,"Ömer Faruk","Neslihan"
1995,47,"Umut","Seher"
1995,48,"Harun","Hülya"
1995,49,"Ümit","Dilan"
1995,50,"Mehmet Ali","Sultan"
1995,51,"Fırat","Ezgi"
1995,52,"Salih","Esma"
1995,53,"Batuhan","Sevgi"
1995,54,"Bilal","Sinem"
1995,55,"Mesut","Sevda"
1995,56,"Bayram","Aslı"
1995,57,"Yakup","Buse"
1995,58,"Abdulkadir","Çiğdem"
1995,59,"Sefa","Yağmur"
1995,60,"Halil İbrahim","İlknur"
1995,61,"Sedat","Deniz"
1995,62,"Ferdi","Gülşah"
1995,63,"Özgür","Gözde"
1995,64,"Metin","Canan"
1995,65,"Volkan","Damla"
1995,66,"Serdar","Selin"
1995,67,"Vedat","Arzu"
1995,68,"Musa","Rukiye"
1995,69,"Ozan","Hacer"
1995,70,"Erkan","Sema"
1995,71,"Rıdvan","Dilara"
1995,72,"Ercan","İpek"
1995,73,"Eren","Gülcan"
1995,74,"Tolga","Semra"
1995,75,"Semih","Nazlı"
1995,76,"Hamza","Meltem"
1995,77,"Sezer","Beyza"
1995,78,"Aykut","Halime"
1995,79,"Doğan","Havva"
1995,80,"Kemal","Gülsüm"
1995,81,"Cihan","Zeliha"
1995,82,"Şahin","Fadime"
1995,83,"Soner","Sena"
1995,84,"Oğuz","Serap"
1995,85,"Faruk","Ceren"
1995,86,"Mücahit","Öznur"
1995,87,"İsa","Aysel"
1995,88,"Veysel","Şerife"
1995,89,"Sercan","Aynur"
1995,90,"Burhan","Demet"
1995,91,"Nurullah","Berna"
1995,92,"Ufuk","Nurcan"
1995,93,"Anıl","Ayşe Nur"
1995,94,"İbrahim Halil","Aslıhan"
1995,95,"Erhan","Mihriban"
1995,96,"Mehmet Emin","Yeşim"
1995,97,"Caner","Şeyda"
1995,98,"Zafer","Filiz"
1995,99,"Bekir","Selma"
1995,100,"Abdurrahman","Aysun"
1996,1,"Mehmet","Merve"
1996,2,"Mustafa","Büşra"
1996,3,"Ahmet","Fatma"
1996,4,"Emre","Kübra"
1996,5,"Ali","Elif"
1996,6,"Furkan","Esra"
1996,7,"Burak","Ayşe"
1996,8,"Murat","Zeynep"
1996,9,"İbrahim","Emine"
1996,10,"Ömer","Hatice"
1996,11,"Hüseyin","Ebru"
1996,12,"Hasan","Gamze"
1996,13,"Yusuf","Tuğba"
1996,14,"Ramazan","Rabia"
1996,15,"Fatih","Gizem"
1996,16,"İsmail","Tuğçe"
1996,17,"Enes","Betül"
1996,18,"Muhammed","Özlem"
1996,19,"Oğuzhan","Hilal"
1996,20,"Hakan","Seda"
1996,21,"Abdullah","Şeyma"
1996,22,"Onur","Melike"
1996,23,"Mert","Yasemin"
1996,24,"Yasin","Sümeyye"
1996,25,"Muhammet","İrem"
1996,26,"Osman","Kader"
1996,27,"Yunus","Meryem"
1996,28,"Serkan","Sibel"
1996,29,"Gökhan","Ayşegül"
1996,30,"Kadir","Bahar"
1996,31,"Ferhat","Pınar"
1996,32,"Uğur","Özge"
1996,33,"Emrah","Songül"
1996,34,"Yunus Emre","Derya"
1996,35,"Samet","Ayşenur"
1996,36,"Halil","Cansu"
1996,37,"Adem","Eda"
1996,38,"Recep","Burcu"
1996,39,"Serhat","Dilek"
1996,40,"Sinan","Leyla"
1996,41,"Barış","Zehra"
1996,42,"Süleyman","Melek"
1996,43,"Mahmut","Seher"
1996,44,"Ömer Faruk","Esma"
1996,45,"Batuhan","Dilan"
1996,46,"Umut","Ezgi"
1996,47,"Fırat","Buse"
1996,48,"Mücahit","Duygu"
1996,49,"Mehmet Ali","Tuba"
1996,50,"Ümit","Ceylan"
1996,51,"Okan","Sultan"
1996,52,"Abdulkadir","Sinem"
1996,53,"Harun","Neslihan"
1996,54,"Orhan","Beyza"
1996,55,"Halil İbrahim","Dilara"
1996,56,"Yakup","Sevgi"
1996,57,"Musa","Yağmur"
1996,58,"Salih","Sevda"
1996,59,"Bayram","Hülya"
1996,60,"Sefa","Sena"
1996,61,"Bilal","Damla"
1996,62,"Ferdi","İlknur"
1996,63,"Sedat","Berna"
1996,64,"Erkan","Deniz"
1996,65,"Mesut","Rukiye"
1996,66,"Özgür","Sema"
1996,67,"Eren","Canan"
1996,68,"Metin","Selin"
1996,69,"Ozan","Çiğdem"
1996,70,"Vedat","Ceren"
1996,71,"Volkan","Hacer"
1996,72,"Tolga","Aslı"
1996,73,"Semih","Arzu"
1996,74,"Serdar","Meltem"
1996,75,"Doğan","Gülcan"
1996,76,"Hamza","Havva"
1996,77,"Berkay","İpek"
1996,78,"Faruk","Gözde"
1996,79,"Ufuk","Gülsüm"
1996,80,"Kemal","Zeliha"
1996,81,"Anıl","Gülşah"
1996,82,"İsa","Halime"
1996,83,"Şahin","Fadime"
1996,84,"Rıdvan","Ayşe Nur"
1996,85,"Cihan","Nazlı"
1996,86,"Ercan","Öznur"
1996,87,"Veysel","Şerife"
1996,88,"İbrahim Halil","Serap"
1996,89,"Sezer","Aynur"
1996,90,"Tayfun","Şule"
1996,91,"Ertuğrul","Fatma Nur"
1996,92,"Aykut","Rumeysa"
1996,93,"Mehmet Emin","Semra"
1996,94,"Deniz","Şeyda"
1996,95,"Abdurrahman","Aysel"
1996,96,"Oğuz","Nurcan"
1996,97,"Nurullah","Filiz"
1996,98,"Burhan","Kevser"
1996,99,"Soner","Mihriban"
1996,100,"Caner","Funda"
1997,1,"Mehmet","Merve"
1997,2,"Mustafa","Büşra"
1997,3,"Ahmet","Fatma"
1997,4,"Onur","Elif"
1997,5,"Furkan","Kübra"
1997,6,"Emre","Esra"
1997,7,"Ali","Zeynep"
1997,8,"İbrahim","Ayşe"
1997,9,"Murat","Emine"
1997,10,"Ömer","Hatice"
1997,11,"Yusuf","Gamze"
1997,12,"Burak","Ebru"
1997,13,"Hüseyin","Kader"
1997,14,"Hasan","Rabia"
1997,15,"Fatih","Tuğba"
1997,16,"Ramazan","Gizem"
1997,17,"Enes","Betül"
1997,18,"İsmail","Hilal"
1997,19,"Muhammed","Tuğçe"
1997,20,"Oğuzhan","İrem"
1997,21,"Mert","Seda"
1997,22,"Abdullah","Özlem"
1997,23,"Hakan","Yasemin"
1997,24,"Yasin","Melike"
1997,25,"Muhammet","Şeyma"
1997,26,"Osman","Meryem"
1997,27,"Fırat","Sümeyye"
1997,28,"Yunus","Ayşenur"
1997,29,"Kadir","Cansu"
1997,30,"Ferhat","Pınar"
1997,31,"Serkan","Ayşegül"
1997,32,"Batuhan","Zehra"
1997,33,"Yunus Emre","Bahar"
1997,34,"Samet","Özge"
1997,35,"Uğur","Sibel"
1997,36,"Emrah","Derya"
1997,37,"Gökhan","Eda"
1997,38,"Halil","Buse"
1997,39,"Adem","Songül"
1997,40,"Umut","Dilan"
1997,41,"Süleyman","Seher"
1997,42,"Mahmut","Beyza"
1997,43,"Serhat","Burcu"
1997,44,"Recep","Dilek"
1997,45,"Ömer Faruk","Dilara"
1997,46,"Barış","Melek"
1997,47,"Sinan","Ezgi"
1997,48,"Halil İbrahim","Esma"
1997,49,"Mehmet Ali","Leyla"
1997,50,"Mücahit","Duygu"
1997,51,"Abdulkadir","Yağmur"
1997,52,"Yakup","Tuba"
1997,53,"Berkay","Sinem"
1997,54,"Salih","Sultan"
1997,55,"Musa","Neslihan"
1997,56,"Ümit","Sena"
1997,57,"Harun","Sevgi"
1997,58,"Sefa","Sevda"
1997,59,"Bilal","Ceylan"
1997,60,"Orhan","İlknur"
1997,61,"Eren","Damla"
1997,62,"Bayram","Aslı"
1997,63,"Volkan","Ceren"
1997,64,"Sedat","Aleyna"
1997,65,"Oktay","İpek"
1997,66,"Özgür","Deniz"
1997,67,"Okan","Selin"
1997,68,"Erkan","Hülya"
1997,69,"Ferdi","Ayşe Nur"
1997,70,"Vedat","Rukiye"
1997,71,"Serdar","Fatma Nur"
1997,72,"Metin","Sema"
1997,73,"Semih","Hacer"
1997,74,"Tolga","Zeliha"
1997,75,"Doğan","Arzu"
1997,76,"Anıl","Fadime"
1997,77,"Hamza","Çiğdem"
1997,78,"İbrahim Halil","Edanur"
1997,79,"Kemal","Havva"
1997,80,"Doğukan","Berna"
1997,81,"İsa","Canan"
1997,82,"Alperen","Gülsüm"
1997,83,"Ozan","Gülcan"
1997,84,"Veysel","Mine"
1997,85,"Nurullah","İlayda"
1997,86,"Mesut","Nazlı"
1997,87,"Mehmet Emin","Şule"
1997,88,"Faruk","Şerife"
1997,89,"Şahin","Halime"
1997,90,"Kaan","Meltem"
1997,91,"Rıdvan","Aynur"
1997,92,"Deniz","Gözde"
1997,93,"Cihan","Öznur"
1997,94,"Abdurrahman","Rumeysa"
1997,95,"Berk","Rümeysa"
1997,96,"Ertuğrul","Sedanur"
1997,97,"Ercan","Nurcan"
1997,98,"Alper","Gülşah"
1997,99,"Bekir","Semra"
1997,100,"Özcan","Serap"
1998,1,"Mehmet","Merve"
1998,2,"Mustafa","Büşra"
1998,3,"Ahmet","Fatma"
1998,4,"Furkan","Zeynep"
1998,5,"Onur","Elif"
1998,6,"Emre","Esra"
1998,7,"İbrahim","Kübra"
1998,8,"Ali","Ayşe"
1998,9,"Ömer","Emine"
1998,10,"Yusuf","Hatice"
1998,11,"Murat","Gamze"
1998,12,"Hüseyin","Zehra"
1998,13,"Hasan","Rabia"
1998,14,"Burak","İrem"
1998,15,"Ramazan","Gizem"
1998,16,"Fatih","Hilal"
1998,17,"Enes","Ebru"
1998,18,"İsmail","Kader"
1998,19,"Oğuzhan","Dilan"
1998,20,"Hakan","Tuğba"
1998,21,"Muhammed","Betül"
1998,22,"Mert","Melike"
1998,23,"Abdullah","Ayşenur"
1998,24,"Batuhan","Özlem"
1998,25,"Yasin","Aleyna"
1998,26,"Muhammet","Meryem"
1998,27,"Osman","Cansu"
1998,28,"Yunus Emre","Beyza"
1998,29,"Ferhat","Tuğçe"
1998,30,"Serkan","Şeyma"
1998,31,"Samet","Yasemin"
1998,32,"Kadir","Sibel"
1998,33,"Yunus","Eda"
1998,34,"Fırat","Ayşegül"
1998,35,"Berkay","Cansel"
1998,36,"Ömer Faruk","Sümeyye"
1998,37,"Halil","Derya"
1998,38,"Serhat","Dilara"
1998,39,"Uğur","Seher"
1998,40,"Umut","Buse"
1998,41,"Gökhan","Pınar"
1998,42,"Barış","Seda"
1998,43,"Halil İbrahim","Özge"
1998,44,"Süleyman","Bahar"
1998,45,"Adem","Songül"
1998,46,"Mahmut","Melek"
1998,47,"Mehmet Ali","Burcu"
1998,48,"Recep","Sinem"
1998,49,"Emrah","Dilek"
1998,50,"Abdulkadir","Ezgi"
1998,51,"Sinan","Ceren"
1998,52,"Can","Aslı"
1998,53,"Yakup","Esma"
1998,54,"Bilal","Sena"
1998,55,"Salih","Sultan"
1998,56,"Harun","Yağmur"
1998,57,"Eren","Duygu"
1998,58,"Musa","Leyla"
1998,59,"Doğukan","Sevgi"
1998,60,"Oktay","Damla"
1998,61,"Alperen","Melisa"
1998,62,"Ümit","Neslihan"
1998,63,"Sefa","İlknur"
1998,64,"Sedat","Ayşe Nur"
1998,65,"Mücahit","Edanur"
1998,66,"Okan","Sevda"
1998,67,"Özgür","İpek"
1998,68,"Serdar","Şule"
1998,69,"Erkan","Tuba"
1998,70,"Bayram","Fatma Nur"
1998,71,"Orhan","İlayda"
1998,72,"Doğan","Ceylan"
1998,73,"Vedat","Deniz"
1998,74,"Deniz","Yaren"
1998,75,"Tolga","Arzu"
1998,76,"Görkem","Selin"
1998,77,"Özcan","Berfin"
1998,78,"Hamza","Simge"
1998,79,"Volkan","Sema"
1998,80,"Semih","Zeliha"
1998,81,"Kerem","Hacer"
1998,82,"Kaan","Rukiye"
1998,83,"Kemal","Mine"
1998,84,"Metin","Fadime"
1998,85,"Anıl","Berna"
1998,86,"İbrahim Halil","Beyzanur"
1998,87,"Mehmet Can","Hülya"
1998,88,"İsa","Halime"
1998,89,"Mehmet Emin","Gülcan"
1998,90,"Alper","Canan"
1998,91,"Ozan","Sedef"
1998,92,"Veysel","Gülsüm"
1998,93,"Emirhan","Buket"
1998,94,"Faruk","Rumeysa"
1998,95,"Nurullah","Rümeysa"
1998,96,"Atakan","Nazlı"
1998,97,"Berat","Öznur"
1998,98,"Ferdi","Havva"
1998,99,"Melih","Beyza Nur"
1998,100,"Caner","Şerife"
1999,1,"Mehmet","Merve"
1999,2,"Mustafa","Zeynep"
1999,3,"Ahmet","Fatma"
1999,4,"Furkan","Büşra"
1999,5,"Emre","Elif"
1999,6,"Yusuf","Esra"
1999,7,"Ali","Kübra"
1999,8,"İbrahim","Ayşe"
1999,9,"Ömer","Emine"
1999,10,"Murat","Hatice"
1999,11,"Burak","Rabia"
1999,12,"Hüseyin","İrem"
1999,13,"Hasan","Gamze"
1999,14,"Onur","Zehra"
1999,15,"Ramazan","Gizem"
1999,16,"Batuhan","Beyza"
1999,17,"Enes","Hilal"
1999,18,"Mert","Kader"
1999,19,"Oğuzhan","Aleyna"
1999,20,"Fatih","Ebru"
1999,21,"İsmail","Özlem"
1999,22,"Abdullah","Melike"
1999,23,"Muhammed","Dilan"
1999,24,"Hakan","Betül"
1999,25,"Doğukan","Tuğçe"
1999,26,"Yasin","Tuğba"
1999,27,"Barış","Ayşenur"
1999,28,"Muhammet","Meryem"
1999,29,"Kadir","Eda"
1999,30,"Yunus Emre","Dilara"
1999,31,"Osman","Buse"
1999,32,"Serkan","Yasemin"
1999,33,"Ferhat","Cansu"
1999,34,"Samet","Ayşegül"
1999,35,"Yunus","Melisa"
1999,36,"Umut","Sümeyye"
1999,37,"Ömer Faruk","Derya"
1999,38,"Berkay","Özge"
1999,39,"Serhat","Pınar"
1999,40,"Fırat","Seher"
1999,41,"Halil","Şeyma"
1999,42,"Uğur","Bahar"
1999,43,"Süleyman","Ceren"
1999,44,"Adem","Songül"
1999,45,"Mehmet Ali","Sibel"
1999,46,"Recep","İlayda"
1999,47,"Mahmut","Melek"
1999,48,"Halil İbrahim","Dilek"
1999,49,"Abdulkadir","Yağmur"
1999,50,"Gökhan","Sena"
1999,51,"Yakup","Edanur"
1999,52,"Sinan","Esma"
1999,53,"Okan","Sinem"
1999,54,"Emrah","Seda"
1999,55,"Bilal","Sultan"
1999,56,"Salih","Burcu"
1999,57,"Alperen","Ezgi"
1999,58,"Sefa","Ece"
1999,59,"Musa","Duygu"
1999,60,"Eren","Sevgi"
1999,61,"Harun","Leyla"
1999,62,"Ümit","Yaren"
1999,63,"Görkem","Beyzanur"
1999,64,"Oktay","Fatma Nur"
1999,65,"Özgür","Sevda"
1999,66,"Emirhan","Ayşe Nur"
1999,67,"Bayram","Damla"
1999,68,"Berat","Berfin"
1999,69,"Can","Beyza Nur"
1999,70,"Mücahit","Cansel"
1999,71,"Erkan","Neslihan"
1999,72,"Kaan","Aslı"
1999,73,"Tolga","İlknur"
1999,74,"Sedat","Selin"
1999,75,"İbrahim Halil","Tuba"
1999,76,"Serdar","Arzu"
1999,77,"Hamza","Şule"
1999,78,"Atakan","Zeliha"
1999,79,"Vedat","Sema"
1999,80,"Doğan","Ceylan"
1999,81,"Özcan","Simge"
1999,82,"Kerem","Rumeysa"
1999,83,"Mertcan","Sedef"
1999,84,"Orhan","Şevval"
1999,85,"Deniz","İpek"
1999,86,"Alper","Nazlı"
1999,87,"İsa","Rümeysa"
1999,88,"Mehmet Emin","Hacer"
1999,89,"Nurullah","Rukiye"
1999,90,"Kemal","Deniz"
1999,91,"Veysel","Gülcan"
1999,92,"Metin","Semanur"
1999,93,"Mehmet Can","Çiğdem"
1999,94,"Semih","Halime"
1999,95,"Cihan","Mine"
1999,96,"Faruk","Berna"
1999,97,"Anıl","Ceyda"
1999,98,"Ozan","Hülya"
1999,99,"Volkan","Öznur"
1999,100,"Caner","Fadime"
2000,1,"Mehmet","Zeynep"
2000,2,"Mustafa","Merve"
2000,3,"Ahmet","Fatma"
2000,4,"Yusuf","Elif"
2000,5,"Emre","Büşra"
2000,6,"Furkan","Esra"
2000,7,"İbrahim","Ayşe"
